1772039847.0721989,baseline,/big.txt,20480,4096,unknown,0.0000,1,24576,4096
1772039847.07365,baseline,/big.txt,491520,4096,irregular,0.0000,1,495616,4096
1772039847.07501,baseline,/big.txt,172032,4096,irregular,0.0000,1,176128,4096
1772039847.077096,baseline,/big.txt,1228800,0,irregular,0.0000,0,,
1772039847.078859,baseline,/big.txt,69632,4096,irregular,0.0000,1,73728,4096
1772039847.0804322,baseline,/big.txt,1024000,0,irregular,0.0000,0,,
1772039847.08197,baseline,/big.txt,360448,4096,irregular,0.0000,1,364544,4096
1772039847.083468,baseline,/big.txt,778240,4096,irregular,0.0000,1,782336,4096
1772039847.084775,baseline,/big.txt,245760,4096,irregular,0.0000,1,249856,4096
1772039847.0860522,baseline,/big.txt,40960,4096,irregular,0.0000,1,45056,4096
1772039847.0873642,baseline,/big.txt,1126400,0,irregular,0.0000,0,,
1772039847.088924,baseline,/big.txt,135168,4096,irregular,0.0000,1,139264,4096
1772039847.090314,baseline,/big.txt,655360,4096,irregular,0.0000,1,659456,4096
1772039847.091768,baseline,/big.txt,860160,4096,irregular,0.0000,1,864256,4096
1772039847.093197,baseline,/big.txt,389120,4096,irregular,0.0000,1,393216,4096
