1772040067.50002,adaptive,/big.txt,0,65536,unknown,0.0000,0,,
1772040067.50016,adaptive,/big.txt,65536,65536,sequential,1.0000,1,131072,4096
1772040067.5002491,adaptive,/big.txt,131072,65536,sequential,1.0000,1,196608,4096
1772040067.500334,adaptive,/big.txt,196608,65536,sequential,1.0000,1,262144,4096
1772040067.50042,adaptive,/big.txt,262144,65536,sequential,1.0000,1,327680,4096
1772040067.500569,adaptive,/big.txt,327680,65536,sequential,1.0000,1,393216,4096
1772040067.500669,adaptive,/big.txt,393216,65536,sequential,1.0000,1,458752,4096
1772040067.5007732,adaptive,/big.txt,458752,65536,sequential,1.0000,1,524288,4096
1772040067.50086,adaptive,/big.txt,524288,65536,sequential,1.0000,1,589824,4096
1772040067.5009532,adaptive,/big.txt,589824,65536,sequential,1.0000,1,655360,4096
1772040067.5010529,adaptive,/big.txt,655360,65536,sequential,1.0000,1,720896,4096
1772040067.5011368,adaptive,/big.txt,720896,65536,sequential,1.0000,1,786432,4096
1772040067.501219,adaptive,/big.txt,786432,65536,sequential,1.0000,1,851968,4096
1772040067.501297,adaptive,/big.txt,851968,65536,sequential,1.0000,1,917504,4096
1772040067.5013912,adaptive,/big.txt,917504,65536,sequential,1.0000,1,983040,4096
1772040067.501479,adaptive,/big.txt,983040,40960,sequential,1.0000,1,1024000,4096
1772040067.5015411,adaptive,/big.txt,1024000,0,sequential,1.0000,0,,
