1772039107.5449321,none,/big.txt,0,65536,unknown,0.0000,0,,
1772039107.545221,none,/big.txt,65536,65536,sequential,1.0000,0,,
1772039107.545386,none,/big.txt,131072,65536,sequential,1.0000,0,,
1772039107.545536,none,/big.txt,196608,65536,sequential,1.0000,0,,
1772039107.5456839,none,/big.txt,262144,65536,sequential,1.0000,0,,
1772039107.5458188,none,/big.txt,327680,65536,sequential,1.0000,0,,
1772039107.54596,none,/big.txt,393216,65536,sequential,1.0000,0,,
1772039107.546092,none,/big.txt,458752,65536,sequential,1.0000,0,,
1772039107.546239,none,/big.txt,524288,65536,sequential,1.0000,0,,
1772039107.546381,none,/big.txt,589824,65536,sequential,1.0000,0,,
1772039107.546506,none,/big.txt,655360,65536,sequential,1.0000,0,,
1772039107.5466251,none,/big.txt,720896,65536,sequential,1.0000,0,,
1772039107.546742,none,/big.txt,786432,65536,sequential,1.0000,0,,
1772039107.546867,none,/big.txt,851968,65536,sequential,1.0000,0,,
1772039107.546994,none,/big.txt,917504,65536,sequential,1.0000,0,,
1772039107.547223,none,/big.txt,983040,40960,sequential,1.0000,0,,
1772039107.547453,none,/big.txt,1024000,0,sequential,1.0000,0,,
