35,1772039151.2702458,/big.txt,0,65536
36,1772039151.2706401,/big.txt,65536,65536
37,1772039151.2709088,/big.txt,131072,65536
38,1772039151.2710679,/big.txt,196608,65536
39,1772039151.271212,/big.txt,262144,65536
40,1772039151.271355,/big.txt,327680,65536
41,1772039151.271499,/big.txt,393216,65536
42,1772039151.2716732,/big.txt,458752,65536
43,1772039151.271799,/big.txt,524288,65536
44,1772039151.271917,/big.txt,589824,65536
45,1772039151.2720509,/big.txt,655360,65536
46,1772039151.2721741,/big.txt,720896,65536
47,1772039151.2722828,/big.txt,786432,65536
48,1772039151.2723908,/big.txt,851968,65536
49,1772039151.272511,/big.txt,917504,65536
50,1772039151.272639,/big.txt,983040,40960
51,1772039151.272748,/big.txt,1024000,0
